Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Emit_Timestamp
2021-09-07 04:26:58,129.106.59.163,159.15.216.150,36914,54928,TCP,343,Data,DNS,Neque aliquid quidem praesentium. Ut eius officiis repudiandae. Facere doloremque occaecati cum.,,56.57,,Malware,Known Pattern B,Logged,Medium,Aarav Loyal,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7 rv:6.0; zu-ZA) AppleWebKit/535.39.6 (KHTML, like Gecko) Version/5.1 Safari/535.39.6",Segment B,"Ichalkaranji, Arunachal Pradesh",,Log Data,Alert Data,Server,2026-03-26 15:06:14
2021-04-30 08:46:42,55.185.197.242,20.33.115.66,20749,49090,TCP,154,Control,DNS,Dolores consequuntur maiores nulla. Ratione earum quos vitae tenetur.,IoC Detected,30.98,,DDoS,Known Pattern B,Logged,Low,Shray Dara,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/25.0.894.0 Safari/536.2",Segment C,"Begusarai, Punjab",130.70.248.143,Log Data,,Server,2026-03-26 15:06:14
2021-11-01 14:35:35,18.9.37.10,23.5.182.111,48425,32866,UDP,662,Data,DNS,"Facere animi quo vero voluptatem ipsam eligendi. Commodi officia dolorum ducimus.
Cupiditate quae rerum animi eveniet delectus.",IoC Detected,21.88,,DDoS,Known Pattern B,Logged,Low,Akarsh Chaudhry,Opera/9.69.(Windows NT 6.1; kn-IN) Presto/2.9.181 Version/12.00,Segment B,"Shivpuri, Manipur",201.238.227.228,Log Data,,Server,2026-03-26 15:06:14
2020-08-04 08:44:10,210.192.48.196,159.223.103.241,29116,5237,ICMP,1219,Data,HTTP,Illo eum recusandae earum incidunt totam odio. Corrupti dicta a tenetur. Repellat deserunt voluptate laboriosam tempora culpa natus.,IoC Detected,81.7,Alert Triggered,DDoS,Known Pattern A,Logged,High,Sana Sengupta,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_5 rv:2.0; fy-DE) AppleWebKit/533.20.4 (KHTML, like Gecko) Version/5.0 Safari/533.20.4",Segment A,"Nadiad, Meghalaya",,,,Firewall,2026-03-26 15:06:14
2020-02-23 19:15:02,126.249.78.154,118.220.168.98,21800,61281,ICMP,101,Control,DNS,Explicabo pariatur dolore fugiat illo. Et suscipit explicabo. Labore officia reiciendis sequi porro modi accusantium.,IoC Detected,31.04,,Malware,Known Pattern B,Logged,Medium,Oorja Bahl,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),Segment A,"Jamnagar, Sikkim",,Log Data,Alert Data,Server,2026-03-26 15:06:15
2023-09-25 21:22:32,91.129.25.235,115.53.224.206,16877,18660,UDP,976,Control,DNS,"Rerum natus occaecati provident sunt iste. Numquam vitae ex doloremque animi cum. Cumque odio minus vero.
Nemo nesciunt atque possimus. Magnam dolorum ad eum voluptate voluptate fuga mollitia.",IoC Detected,29.7,Alert Triggered,DDoS,Known Pattern B,Ignored,Low,Pari Vyas,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.1),Segment A,"Ongole, Gujarat",86.74.238.118,Log Data,,Firewall,2026-03-26 15:06:15
2020-01-05 18:54:49,164.196.237.121,111.15.114.15,31468,7679,TCP,227,Data,FTP,"Culpa quidem rem perspiciatis quae. Iusto consequatur fugit similique quod.
Laboriosam exercitationem labore impedit. Dolore beatae officia ratione ea odit.",IoC Detected,90.3,,Intrusion,Known Pattern B,Blocked,High,Dhanuk Karpe,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_9) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/15.0.876.0 Safari/531.1",Segment B,"Bathinda, Andhra Pradesh",188.176.74.133,,Alert Data,Firewall,2026-03-26 15:06:15
2021-06-11 11:46:04,94.1.121.250,15.231.166.242,34074,5743,UDP,1290,Data,DNS,Nesciunt possimus sint inventore. Quisquam quo recusandae dolorem odit inventore.,,18.17,,Intrusion,Known Pattern A,Blocked,Low,Trisha Sankaran,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8589-12-04 20:20:45 Firefox/3.8,Segment B,"Begusarai, Arunachal Pradesh",,,Alert Data,Server,2026-03-26 15:06:15
2021-12-13 06:18:27,94.75.55.97,2.151.20.97,38230,43911,TCP,89,Control,HTTP,Accusamus aspernatur eum ipsa distinctio reiciendis. In doloribus provident deserunt doloribus placeat quod.,IoC Detected,31.72,,Malware,Known Pattern A,Ignored,Low,Alia Sengupta,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.1),Segment C,"Amravati, Uttar Pradesh",,Log Data,,Firewall,2026-03-26 15:06:15
2023-10-03 02:19:05,176.152.236.104,160.39.14.92,23196,9518,UDP,1455,Data,HTTP,"Nam sunt libero voluptatum.
Minima enim voluptas et neque.
Consequatur unde laudantium ipsa repellat. Alias totam nesciunt eaque.",,59.82,,Intrusion,Known Pattern A,Ignored,High,Rhea Dalal,Opera/9.83.(X11; Linux x86_64; lg-UG) Presto/2.9.169 Version/11.00,Segment C,"Kolkata, Madhya Pradesh",,,,Server,2026-03-26 15:06:16
2020-11-01 04:59:06,21.83.124.244,160.104.126.43,36789,34141,UDP,693,Control,HTTP,Quam eveniet sit sed expedita et quidem. Neque necessitatibus asperiores ullam quae inventore. Sit mollitia modi ea voluptates. Eos maiores cumque voluptatum neque.,,77.44,,DDoS,Known Pattern A,Logged,Low,Hridaan Badami,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/60.0.878.0 Safari/536.1",Segment C,"Karaikudi, West Bengal",131.12.167.61,Log Data,,Firewall,2026-03-26 15:06:16
2020-01-17 20:22:26,222.136.178.233,66.5.17.188,10272,16736,TCP,1183,Data,FTP,Sequi neque modi quam beatae aperiam. Dicta dolorem in cumque laboriosam. Possimus eveniet quia hic.,,26.17,Alert Triggered,DDoS,Known Pattern A,Logged,High,Renee Sethi,Opera/9.47.(Windows 98; gl-ES) Presto/2.9.160 Version/11.00,Segment A,"Patiala, Sikkim",,Log Data,Alert Data,Firewall,2026-03-26 15:06:16
2020-12-30 04:04:38,194.202.11.254,43.57.76.188,43875,44579,TCP,1037,Data,FTP,Commodi repellat itaque repellendus. Ducimus perferendis dignissimos voluptas quos autem. In quisquam nesciunt perferendis facilis deleniti.,IoC Detected,8.04,Alert Triggered,Malware,Known Pattern A,Blocked,High,Dhruv Dyal,Opera/8.99.(X11; Linux i686; rw-RW) Presto/2.9.182 Version/12.00,Segment A,"Vijayanagaram, Maharashtra",,,Alert Data,Firewall,2026-03-26 15:06:16
2020-07-04 03:21:55,220.236.38.188,204.185.48.156,43809,35212,UDP,389,Control,DNS,Voluptas assumenda necessitatibus quam officia laborum nam mollitia. Distinctio earum hic ducimus. Tenetur eveniet ipsa laudantium.,IoC Detected,84.48,,DDoS,Known Pattern A,Blocked,Medium,Samaira Vyas,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/46.0.843.0 Safari/532.0",Segment A,"Srikakulam, Karnataka",,,,Firewall,2026-03-26 15:06:16
2021-10-10 13:06:19,56.221.183.59,59.196.77.38,25263,61528,UDP,722,Data,HTTP,Sint sit a quibusdam doloribus veniam ut nobis. Eos atque enim nisi iste. Nobis cupiditate nesciunt amet reprehenderit culpa omnis.,IoC Detected,83.4,,Intrusion,Known Pattern A,Logged,Low,Jivika Kannan,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4678-10-13 04:32:39 Firefox/3.6.2,Segment C,"Orai, Karnataka",,,Alert Data,Server,2026-03-26 15:06:17
2023-01-03 14:28:56,93.212.190.4,205.188.255.155,4793,43021,ICMP,557,Data,FTP,Odio cupiditate hic quidem dolorem consectetur. Vero corrupti eaque. Tempora nulla neque sint perspiciatis similique. Sequi eaque quae.,,79.63,Alert Triggered,DDoS,Known Pattern B,Logged,Low,Hridaan Joshi,"Mozilla/5.0 (Windows 98) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/61.0.888.0 Safari/534.1",Segment C,"Bhubaneswar, Madhya Pradesh",55.242.88.46,,,Server,2026-03-26 15:06:17
2022-03-04 14:14:50,58.129.185.66,10.60.247.187,55829,47481,ICMP,615,Data,HTTP,"Nihil alias minus repellendus nemo. Omnis molestiae eaque dolores provident. Dolor et tenetur excepturi.
Perferendis voluptatem rem doloribus doloribus. Facere placeat quae placeat possimus sapiente.",,35.88,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Nayantara Kakar,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1 rv:5.0; ln-CD) AppleWebKit/533.8.4 (KHTML, like Gecko) Version/5.0 Safari/533.8.4",Segment C,"Bathinda, Haryana",17.102.10.33,,,Firewall,2026-03-26 15:06:17
2023-10-02 11:20:58,214.45.83.209,33.113.101.242,38186,8382,UDP,1137,Control,HTTP,"Sunt temporibus enim quo perspiciatis amet cum fuga. Ea autem omnis. Rem nisi quibusdam quisquam.
Iure laborum in dolor molestias sit. Laboriosam laudantium magnam inventore assumenda similique.",,90.74,,Malware,Known Pattern A,Ignored,High,Himmat Kapur,"Mozilla/5.0 (Windows 98) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/33.0.838.0 Safari/532.1",Segment A,"Navi Mumbai, Goa",115.144.87.96,,Alert Data,Firewall,2026-03-26 15:06:17
2023-04-12 22:52:18,91.54.238.105,208.39.3.222,56342,47595,UDP,1261,Control,FTP,Esse doloribus similique temporibus. Consequatur ratione molestias laudantium eos nam pariatur. Similique explicabo at excepturi. Laudantium corrupti dolorum eos facilis quas.,,77.08,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Manikya Sarna,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.29.3 (KHTML, like Gecko) Version/5.0 Safari/533.29.3",Segment A,"Malda, Haryana",,Log Data,Alert Data,Server,2026-03-26 15:06:17
2022-03-01 20:54:10,185.32.125.173,115.131.96.130,5414,1692,ICMP,622,Control,FTP,"Animi autem atque at repellendus quae perspiciatis. Aliquid quisquam cupiditate quam rerum sunt.
Dolores culpa dolorem nostrum. Sapiente ullam incidunt. Dolores impedit ea voluptatibus sed corrupti.",,86.57,,DDoS,Known Pattern B,Blocked,High,Purab Anand,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.1),Segment A,"Coimbatore, Himachal Pradesh",113.174.33.227,Log Data,Alert Data,Server,2026-03-26 15:06:18
2022-08-21 06:38:08,35.85.217.164,65.20.48.116,30342,9715,UDP,1048,Control,DNS,Nesciunt necessitatibus veniam numquam veritatis rem. Dolore reprehenderit cupiditate fuga qui quam.,IoC Detected,74.8,,Malware,Known Pattern A,Ignored,High,Seher Lalla,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.7.6 (KHTML, like Gecko) Version/4.0 Safari/533.7.6",Segment C,"Bally, West Bengal",,,Alert Data,Server,2026-03-26 15:06:18
2021-11-04 01:05:50,157.132.74.28,138.238.234.77,25782,43511,TCP,224,Data,HTTP,"Voluptatibus eligendi praesentium pariatur. Modi quam non.
At dolorum non vel quam suscipit quo. Odio quae aut cupiditate necessitatibus laboriosam ratione.",,77.43,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Lakshit Chauhan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bhb-IN) AppleWebKit/534.44.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.44.6",Segment A,"Panchkula, Sikkim",,Log Data,Alert Data,Server,2026-03-26 15:06:18
2021-11-10 06:52:17,33.223.234.107,184.224.26.215,31031,38312,ICMP,848,Control,DNS,"Praesentium minus rerum sapiente. At enim eveniet porro ut.
Sit provident adipisci ex quibusdam quos numquam. Asperiores maiores iure. Optio officia modi quibusdam eveniet rem quo.",,21.61,,Malware,Known Pattern B,Blocked,Low,Vivaan Comar,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Segment C,"Jamnagar, Goa",216.145.208.248,,Alert Data,Firewall,2026-03-26 15:06:18
2021-08-25 06:20:33,202.170.43.143,213.68.228.28,31981,32909,UDP,600,Data,HTTP,"Aut molestias odit fugit. Quis laudantium iure voluptas illum repellendus architecto rem. Quaerat quae qui veniam id nemo voluptate cum.
Itaque assumenda amet ad laborum.",IoC Detected,32.81,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Jayan Tiwari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ast-ES) AppleWebKit/534.28.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.28.3",Segment B,"Kochi, Karnataka",,,,Server,2026-03-26 15:06:18
2022-08-11 16:11:37,172.62.51.168,28.255.38.200,25112,5449,TCP,228,Data,DNS,"Excepturi facilis enim labore ducimus. Ea nobis veritatis occaecati harum.
Consectetur fugiat nostrum accusamus harum. Perferendis dolorum iste quae.",IoC Detected,93.51,,Intrusion,Known Pattern B,Ignored,Medium,Hazel Deep,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),Segment C,"Bhilwara, Maharashtra",54.87.16.23,Log Data,,Server,2026-03-26 15:06:19
2021-02-01 08:15:44,6.128.17.169,204.173.39.39,58678,15179,ICMP,519,Data,HTTP,Aperiam facilis iusto ullam illum quo corrupti voluptatem. Cumque ducimus accusamus harum molestias magni. Nihil eaque veniam recusandae. Quos in earum modi maiores natus ea.,IoC Detected,51.75,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Alisha Toor,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/42.0.882.0 Safari/531.1",Segment C,"Cuttack, Assam",151.226.246.21,Log Data,,Server,2026-03-26 15:06:19
2022-08-29 18:37:51,26.102.241.73,70.239.158.28,33565,28109,UDP,114,Control,DNS,"Deleniti aperiam rerum blanditiis aut magni.
Animi harum nisi quisquam asperiores. Excepturi eos a asperiores earum.",IoC Detected,17.46,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Raghav Karan,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1),Segment B,"Saharsa, Arunachal Pradesh",,,,Firewall,2026-03-26 15:06:19
2020-03-20 02:41:42,179.192.8.174,43.155.85.65,40312,52215,TCP,528,Control,HTTP,Illum eius dignissimos fugit maxime error accusamus. Sapiente veritatis ea.,IoC Detected,79.37,,Malware,Known Pattern A,Blocked,High,Oorja Chaudhari,Opera/9.34.(X11; Linux i686; lij-IT) Presto/2.9.162 Version/11.00,Segment B,"Kurnool, Chhattisgarh",182.32.174.69,,Alert Data,Server,2026-03-26 15:06:19
2021-08-06 12:57:06,3.111.12.20,38.183.160.215,43292,26722,TCP,155,Control,DNS,Placeat quos iusto deleniti numquam. Error dolores accusantium. Alias nesciunt corporis magni.,IoC Detected,59.1,,Intrusion,Known Pattern A,Ignored,Medium,Gatik Dhillon,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/14.0.890.0 Safari/531.0",Segment B,"Dibrugarh, Haryana",183.24.83.25,Log Data,Alert Data,Firewall,2026-03-26 15:06:19
2023-05-12 08:32:54,77.30.231.20,124.181.109.205,19324,10634,UDP,736,Control,DNS,"Et mollitia qui minima. Velit ipsa sint qui ab cumque.
Eveniet adipisci adipisci molestiae totam fugiat cumque molestiae. Asperiores aliquam reprehenderit nisi quis.",,86.37,,DDoS,Known Pattern B,Blocked,High,Dishani Dugar,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; my-MM) AppleWebKit/531.31.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.31.5",Segment C,"Kochi, Maharashtra",,,Alert Data,Firewall,2026-03-26 15:06:20
2020-01-26 23:18:49,191.44.20.247,151.201.104.90,4816,29496,TCP,768,Control,HTTP,Quasi itaque temporibus qui nihil sed fugit. Similique quas placeat facilis earum assumenda eligendi. Et ut quod perspiciatis aliquam dicta.,IoC Detected,86.93,Alert Triggered,Malware,Known Pattern B,Ignored,High,Zoya Sankaran,Opera/8.38.(Windows NT 5.01; si-LK) Presto/2.9.176 Version/12.00,Segment B,"Arrah, Uttarakhand",107.66.55.92,Log Data,,Firewall,2026-03-26 15:06:20
2020-01-15 02:58:28,15.125.154.143,210.129.56.167,64885,32100,UDP,844,Data,DNS,"Dolor consectetur necessitatibus alias nihil beatae fugit. Iusto natus nihil sit sint nemo.
Porro fugiat harum totam. Eligendi modi at voluptatum.",IoC Detected,87.01,,DDoS,Known Pattern A,Blocked,Low,Ela Wali,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),Segment A,"Mathura, Kerala",,,Alert Data,Firewall,2026-03-26 15:06:20
2021-11-24 21:44:23,141.43.223.187,166.209.60.192,35342,57206,UDP,113,Control,FTP,"Sapiente voluptas enim alias ea.
At ipsum laboriosam suscipit iure tempore ipsa dolorum. Mollitia nulla quis mollitia id. Enim repellat alias soluta deserunt ratione.",,86.04,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Shalv Kibe,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/44.0.823.0 Safari/533.2",Segment B,"Guntakal, Manipur",185.151.189.168,,,Firewall,2026-03-26 15:06:20
2020-09-08 20:09:08,31.249.182.114,198.239.87.248,26125,6585,UDP,134,Data,DNS,"Dolor ducimus labore occaecati cupiditate.
A ratione magnam. Molestiae commodi debitis consequatur harum asperiores.",IoC Detected,66.45,,Intrusion,Known Pattern A,Ignored,Medium,Shaan Bobal,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/22.0.858.0 Mobile/33G004 Safari/532.2",Segment C,"Kulti, Meghalaya",153.231.12.28,,,Server,2026-03-26 15:06:20
2021-12-26 06:02:49,204.96.99.58,130.17.54.121,11187,14507,UDP,859,Data,FTP,Repellat maxime mollitia. Fugiat fugiat cumque maiores repellendus explicabo odit. Repudiandae architecto voluptatum nemo dolores quos.,IoC Detected,74.81,,DDoS,Known Pattern B,Blocked,High,Gokul Sathe,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/63.0.869.0 Safari/534.0",Segment C,"Sri Ganganagar, Assam",112.69.222.158,,,Server,2026-03-26 15:06:21
2020-10-18 10:46:20,198.21.7.80,177.109.43.80,27054,64818,TCP,300,Data,HTTP,Vel quaerat eaque corrupti. Odit esse hic iure. Veritatis voluptatem minus facere laborum laudantium id.,,15.95,,DDoS,Known Pattern B,Ignored,Medium,Sahil Kala,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/25.0.816.0 Mobile/59N134 Safari/532.0",Segment C,"Bulandshahr, Goa",,,,Server,2026-03-26 15:06:21
2020-04-08 04:27:07,200.243.114.50,80.226.100.89,61940,10189,UDP,1107,Data,HTTP,Odio amet deserunt iusto at ipsa deleniti. Nostrum iste qui cupiditate quam qui ab. At et dolor voluptate minus ratione.,IoC Detected,79.18,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Riya Badami,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; rv:1.9.4.20) Gecko/5743-06-23 14:52:43 Firefox/3.6.15,Segment C,"Kanpur, Uttar Pradesh",200.223.47.54,Log Data,Alert Data,Firewall,2026-03-26 15:06:21
2020-05-07 14:26:01,39.217.167.168,59.51.84.166,1624,9987,UDP,803,Control,HTTP,"Illum ratione eius deleniti magni. Excepturi tempora delectus alias. Adipisci officia dicta aliquid quaerat voluptatibus. Adipisci facere assumenda ipsa eum optio.
Quia quasi explicabo cum aperiam.",IoC Detected,27.13,Alert Triggered,DDoS,Known Pattern A,Logged,Low,Jayan Lata,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),Segment B,"Mangalore, Kerala",,,Alert Data,Firewall,2026-03-26 15:06:21
2021-03-05 23:14:37,123.23.133.40,94.141.135.197,14305,48740,ICMP,1300,Data,HTTP,Beatae ea asperiores blanditiis. Libero accusantium excepturi dignissimos asperiores fuga quae corrupti. Voluptate quas eligendi minima neque modi odit.,,4.34,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Anvi Vaidya,Opera/9.82.(Windows NT 10.0; kok-IN) Presto/2.9.169 Version/12.00,Segment A,"Orai, Gujarat",,Log Data,,Firewall,2026-03-26 15:06:21
2020-01-22 20:55:28,78.86.0.197,118.123.234.206,36717,40175,TCP,227,Control,DNS,"Voluptates exercitationem dolorum. In asperiores facilis occaecati sequi nemo aliquid molestiae. Incidunt enim saepe.
Quaerat quidem nobis dolorem error illo placeat. Esse quisquam amet praesentium.",,62.6,Alert Triggered,Malware,Known Pattern B,Logged,High,Vedika Mannan,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/51.0.832.0 Mobile/31D570 Safari/535.0",Segment B,"Guntur, Telangana",,,Alert Data,Firewall,2026-03-26 15:06:22
2023-06-03 01:30:36,157.18.17.239,204.28.93.175,23874,35424,UDP,924,Control,FTP,"A quasi molestias nesciunt. Quod iusto iure enim culpa. Dicta nisi eaque.
Ducimus necessitatibus doloribus debitis praesentium. Repudiandae labore provident odit.",IoC Detected,71.19,,Malware,Known Pattern A,Logged,Medium,Nehmat Shah,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_7 rv:3.0; zu-ZA) AppleWebKit/533.18.7 (KHTML, like Gecko) Version/5.0.1 Safari/533.18.7",Segment A,"Bijapur, Uttar Pradesh",93.77.53.215,,,Firewall,2026-03-26 15:06:22
2020-08-30 10:37:51,110.237.102.246,108.45.125.139,13995,52399,TCP,376,Control,HTTP,"Esse iure et perspiciatis. Ab voluptate maxime.
Libero dignissimos accusantium. Ad dicta ipsa maxime ducimus atque ipsa.
Enim unde impedit expedita. Est accusamus quae.",IoC Detected,26.2,,Intrusion,Known Pattern A,Blocked,Medium,Hansh Tripathi,Mozilla/5.0 (Windows 98; Win 9x 4.90; lij-IT; rv:1.9.2.20) Gecko/5072-02-14 06:52:27 Firefox/5.0,Segment A,"Indore, Goa",31.114.168.247,Log Data,Alert Data,Firewall,2026-03-26 15:06:22
2021-11-28 00:08:40,73.57.102.94,49.3.249.87,8713,63615,UDP,395,Data,HTTP,Excepturi autem debitis sit corporis alias fuga. Magnam enim vel veritatis. Sequi error illum quidem quibusdam.,,97.92,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Hansh Raj,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_4; rv:1.9.5.20) Gecko/5503-04-02 10:23:46 Firefox/3.6.3,Segment A,"Naihati, Odisha",,,,Server,2026-03-26 15:06:22
2021-09-10 19:11:01,104.222.10.45,183.70.6.222,4887,5209,TCP,207,Data,HTTP,Repellat natus doloremque excepturi et fugiat. Exercitationem ipsum architecto sapiente. Maiores repudiandae sapiente sed ab hic.,IoC Detected,99.57,,Malware,Known Pattern B,Blocked,Medium,Myra Karan,Opera/8.17.(X11; Linux i686; ln-CD) Presto/2.9.162 Version/10.00,Segment A,"Chittoor, Madhya Pradesh",,Log Data,,Firewall,2026-03-26 15:06:22
2021-01-25 02:27:02,168.204.185.242,220.222.115.138,32326,57613,ICMP,1181,Data,FTP,"Sint aut eaque eos. Odio facere dignissimos dolorum molestiae.
Aliquid maiores dolore repellat nesciunt incidunt fugit. Pariatur autem ab eaque.",,99.5,,Intrusion,Known Pattern A,Ignored,High,Advika Goyal,Opera/8.91.(X11; Linux i686; bn-BD) Presto/2.9.168 Version/10.00,Segment A,"Kakinada, Telangana",43.154.2.126,,Alert Data,Firewall,2026-03-26 15:06:23
2020-12-15 17:33:52,7.229.62.179,62.244.76.168,6058,54523,TCP,776,Data,FTP,"Distinctio repudiandae tempore quod nesciunt. Placeat eos vero cupiditate fugiat nesciunt.
Eum at at ea neque. Voluptatibus eum nihil odit incidunt.
Ullam eum quod magnam. Esse suscipit quos.",IoC Detected,59.93,,DDoS,Known Pattern B,Blocked,Low,Mohanlal Ramesh,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7; rv:1.9.4.20) Gecko/2364-04-25 01:03:29 Firefox/3.8,Segment C,"Anantapuram, Haryana",194.19.129.125,,Alert Data,Firewall,2026-03-26 15:06:23
2020-06-26 00:32:32,4.109.245.41,112.210.6.66,52691,48312,TCP,266,Control,FTP,Quo neque excepturi iure optio dolorum. Totam veniam temporibus itaque incidunt ab cumque. Modi nesciunt incidunt esse veniam assumenda expedita maiores.,IoC Detected,38.67,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Oorja Viswanathan,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/54.0.850.0 Safari/534.2",Segment C,"Thane, Himachal Pradesh",,Log Data,,Server,2026-03-26 15:06:23
2022-12-27 01:17:59,20.165.243.204,151.86.188.141,37137,12023,TCP,515,Control,FTP,Totam enim neque voluptas exercitationem optio tempore. Eaque quis ad quidem veritatis eligendi pariatur.,IoC Detected,12.48,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Bhavin Sabharwal,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4094-08-14 02:43:14 Firefox/3.6.3,Segment C,"Sambalpur, Uttar Pradesh",,Log Data,,Server,2026-03-26 15:06:23
2020-06-22 15:48:04,24.60.214.216,2.41.151.129,3380,63026,TCP,540,Control,DNS,Dignissimos reiciendis neque optio voluptas debitis non. Labore consequuntur dolore doloremque quas placeat sed laboriosam. Commodi repellendus animi molestiae nam voluptas voluptatibus.,IoC Detected,87.76,,DDoS,Known Pattern A,Logged,Medium,Bhavin Manne,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.0),Segment C,"Jalandhar, Uttarakhand",134.29.60.19,,Alert Data,Firewall,2026-03-26 15:06:23
2022-10-16 00:27:16,204.61.229.20,221.217.128.95,56594,11633,ICMP,1094,Control,DNS,In repellendus tempore cum distinctio similique assumenda. Quibusdam iusto voluptas adipisci. Dignissimos alias temporibus totam voluptates sunt.,,75.59,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Keya Dhillon,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/38.0.882.0 Safari/531.1",Segment A,"Etawah, Karnataka",96.184.176.146,Log Data,,Firewall,2026-03-26 15:06:24
2020-05-23 15:00:59,210.131.123.129,16.0.242.149,13177,8089,ICMP,1423,Data,DNS,Adipisci laudantium occaecati. Iure odio aut possimus doloremque doloremque qui. Atque occaecati omnis sequi totam debitis. Tempore maxime quaerat dolore amet deleniti.,IoC Detected,94.74,,Intrusion,Known Pattern A,Ignored,Low,Drishya Kapadia,Opera/8.71.(Windows NT 10.0; pa-IN) Presto/2.9.166 Version/12.00,Segment B,"Buxar, Tamil Nadu",,,,Server,2026-03-26 15:06:24
